domain,sample_id,true_label,band,typicality,source,source_tier,label_mismatch,agreement,n_methods,lf_sim_pred,lf_sim_correct,lf_sim_faithful,lf_onom_pred,lf_onom_correct,lf_onom_faithful,fused_sim_pred,fused_sim_correct,fused_sim_faithful,fused_onom_pred,fused_onom_correct,fused_onom_faithful,rexnet_pred,rexnet_correct,proto_pred,proto_correct,audio,sample_path,annot_quality_ok,annot_label_agrees,annot_best_explanation,annot_notes
lung,icbhi_207_2b3_Al_mc_AKGC417L_1,Crackle,ambiguous,-1.923,icbhi,1,False,63,93,Crackle,True,0.0,Crackle,True,0.0,Crackle,True,0.4,Crackle,True,0.2,Normal,False,Normal,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_207_2b3_Al_mc_AKGC417L_1.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_207_2b3_Al_mc_AKGC417L_1.wav,,,,
lung,fraiwan_277,Crackle,ambiguous,-1.2706,fraiwan,2,True,84,93,Crackle,True,0.4,Crackle,True,0.4,Crackle,True,0.2,Crackle,True,0.4,Crackle,True,Wheeze,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/fraiwan_277.wav,data/processed/UnifiedLungSymptomDataset/audio/fraiwan_277.wav,,,,
lung,sprsound_41263533_6.8_1_p4_884_2,Crackle,ambiguous,-2.1442,sprsound,1,False,4,93,Normal,False,0.0,Normal,False,0.0,Normal,False,0.0,Normal,False,0.0,Normal,False,Normal,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41263533_6.8_1_p4_884_2.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41263533_6.8_1_p4_884_2.wav,,,,
lung,hflung_steth_20190616_14_35_27_6,Crackle,ambiguous,-1.9982,hflung,3,True,27,93,Wheeze,False,0.0,Wheeze,False,0.0,Wheeze,False,0.0,Wheeze,False,0.0,Crackle,True,Wheeze,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_steth_20190616_14_35_27_6.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_steth_20190616_14_35_27_6.wav,,,,
lung,icbhi_156_8b3_Pl_mc_AKGC417L_5,Crackle,ambiguous,-1.9141,icbhi,1,False,0,93,Wheeze,False,0.0,Wheeze,False,0.0,Wheeze,False,0.0,Wheeze,False,0.0,Normal,False,Normal,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_156_8b3_Pl_mc_AKGC417L_5.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_156_8b3_Pl_mc_AKGC417L_5.wav,,,,
lung,sprsound_41186340_6.6_0_p2_2701_3,Crackle,borderline,-0.305,sprsound,1,False,92,93,Crackle,True,0.8,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,1.0,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41186340_6.6_0_p2_2701_3.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41186340_6.6_0_p2_2701_3.wav,,,,
lung,hflung_trunc_2019-06-23-10-32-54-L1_0_6,Crackle,borderline,-0.305,hflung,3,True,88,93,Crackle,True,0.6,Crackle,True,0.6,Crackle,True,0.2,Crackle,True,0.2,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_trunc_2019-06-23-10-32-54-L1_0_6.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_trunc_2019-06-23-10-32-54-L1_0_6.wav,,,,
lung,icbhi_156_2b3_Pr_mc_AKGC417L_3,Crackle,borderline,-0.3001,icbhi,1,False,58,93,Crackle,True,0.6,Crackle,True,0.6,Crackle,True,0.4,Crackle,True,0.2,Wheeze,False,Normal,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_156_2b3_Pr_mc_AKGC417L_3.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_156_2b3_Pr_mc_AKGC417L_3.wav,,,,
lung,fraiwan_218,Crackle,borderline,-0.2989,fraiwan,2,True,90,93,Crackle,True,0.4,Crackle,True,0.6,Crackle,True,0.2,Crackle,True,0.4,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/fraiwan_218.wav,data/processed/UnifiedLungSymptomDataset/audio/fraiwan_218.wav,,,,
lung,sprsound_41186340_6.6_0_p2_2701_4,Crackle,borderline,-0.305,sprsound,1,False,92,93,Crackle,True,0.8,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,1.0,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41186340_6.6_0_p2_2701_4.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41186340_6.6_0_p2_2701_4.wav,,,,
lung,hflung_steth_20190423_14_35_59_16,Crackle,borderline,-0.3043,hflung,3,True,93,93,Crackle,True,1.0,Crackle,True,1.0,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_steth_20190423_14_35_59_16.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_steth_20190423_14_35_59_16.wav,,,,
lung,icbhi_166_1p1_Pl_sc_Meditron_23,Crackle,borderline,-0.3,icbhi,1,False,91,93,Crackle,True,0.6,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,0.6,Crackle,True,Normal,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_166_1p1_Pl_sc_Meditron_23.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_166_1p1_Pl_sc_Meditron_23.wav,,,,
lung,sprsound_41161556_1.7_0_p3_2345_2,Crackle,borderline,-0.2978,sprsound,1,False,93,93,Crackle,True,1.0,Crackle,True,1.0,Crackle,True,0.6,Crackle,True,0.6,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41161556_1.7_0_p3_2345_2.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41161556_1.7_0_p3_2345_2.wav,,,,
lung,hflung_steth_20181031_13_42_35_6,Crackle,borderline,-0.2988,hflung,3,True,55,93,Wheeze,False,0.0,Wheeze,False,0.4,Crackle,True,0.4,Crackle,True,0.2,Wheeze,False,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_steth_20181031_13_42_35_6.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_steth_20181031_13_42_35_6.wav,,,,
lung,icbhi_156_5b3_Ll_mc_AKGC417L_7,Crackle,borderline,-0.2757,icbhi,1,False,22,93,Normal,False,0.4,Crackle,True,0.0,Crackle,True,0.2,Crackle,True,0.4,Crackle,True,Normal,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_156_5b3_Ll_mc_AKGC417L_7.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_156_5b3_Ll_mc_AKGC417L_7.wav,,,,
lung,sprsound_41161556_1.7_0_p3_2345_0,Crackle,borderline,-0.2886,sprsound,1,False,93,93,Crackle,True,0.8,Crackle,True,0.8,Crackle,True,0.6,Crackle,True,0.6,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41161556_1.7_0_p3_2345_0.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41161556_1.7_0_p3_2345_0.wav,,,,
lung,hflung_trunc_2019-05-07-14-16-16-L6_4_2,Crackle,borderline,-0.2979,hflung,3,True,41,93,Wheeze,False,0.0,Crackle,True,0.2,Wheeze,False,0.0,Wheeze,False,0.0,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_trunc_2019-05-07-14-16-16-L6_4_2.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_trunc_2019-05-07-14-16-16-L6_4_2.wav,,,,
lung,icbhi_166_1p1_Ll_sc_Meditron_5,Crackle,borderline,-0.2432,icbhi,1,False,92,93,Crackle,True,1.0,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,0.8,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_166_1p1_Ll_sc_Meditron_5.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_166_1p1_Ll_sc_Meditron_5.wav,,,,
lung,sprsound_41187871_3.8_1_p2_3257_3,Crackle,borderline,-0.2883,sprsound,1,False,93,93,Crackle,True,1.0,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,0.8,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41187871_3.8_1_p2_3257_3.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41187871_3.8_1_p2_3257_3.wav,,,,
lung,hflung_steth_20181114_09_19_52_6,Crackle,borderline,-0.2978,hflung,3,True,86,93,Crackle,True,0.4,Crackle,True,0.8,Crackle,True,0.4,Crackle,True,0.2,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_steth_20181114_09_19_52_6.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_steth_20181114_09_19_52_6.wav,,,,
lung,hflung_steth_20190811_10_30_47_7,Crackle,clear,1.103,hflung,3,True,93,93,Crackle,True,1.0,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,1.0,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_steth_20190811_10_30_47_7.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_steth_20190811_10_30_47_7.wav,,,,
lung,sprsound_41161556_1.7_0_p4_3098_3,Crackle,clear,0.79,sprsound,1,False,93,93,Crackle,True,1.0,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,0.8,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41161556_1.7_0_p4_3098_3.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41161556_1.7_0_p4_3098_3.wav,,,,
lung,icbhi_166_1p1_Pl_sc_Meditron_19,Crackle,clear,0.6247,icbhi,1,False,92,93,Crackle,True,0.8,Crackle,True,1.0,Crackle,True,0.6,Crackle,True,0.6,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_166_1p1_Pl_sc_Meditron_19.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_166_1p1_Pl_sc_Meditron_19.wav,,,,
lung,fraiwan_11,Crackle,clear,0.5393,fraiwan,2,True,59,93,Crackle,True,0.6,Crackle,True,1.0,Crackle,True,0.4,Crackle,True,0.4,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/fraiwan_11.wav,data/processed/UnifiedLungSymptomDataset/audio/fraiwan_11.wav,,,,
lung,hflung_trunc_2019-05-07-16-03-02-L2_10_1,Crackle,clear,1.0396,hflung,3,True,93,93,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,0.4,Crackle,True,0.4,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_trunc_2019-05-07-16-03-02-L2_10_1.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_trunc_2019-05-07-16-03-02-L2_10_1.wav,,,,
lung,sprsound_41091768_7.7_0_p1_853_2,Crackle,clear,0.6477,sprsound,1,False,93,93,Crackle,True,0.6,Crackle,True,0.2,Crackle,True,0.6,Crackle,True,0.6,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41091768_7.7_0_p1_853_2.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41091768_7.7_0_p1_853_2.wav,,,,
lung,icbhi_166_1p1_Al_sc_Meditron_13,Crackle,clear,0.5249,icbhi,1,False,59,93,Normal,False,0.4,Crackle,True,0.4,Crackle,True,0.4,Crackle,True,0.4,Normal,False,Normal,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_166_1p1_Al_sc_Meditron_13.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_166_1p1_Al_sc_Meditron_13.wav,,,,
lung,hflung_trunc_2019-05-07-16-03-02-L2_10_3,Crackle,clear,1.0396,hflung,3,True,93,93,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,0.4,Crackle,True,0.4,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_trunc_2019-05-07-16-03-02-L2_10_3.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_trunc_2019-05-07-16-03-02-L2_10_3.wav,,,,
lung,sprsound_41263355_3.4_0_p4_972_1,Crackle,clear,0.6057,sprsound,1,False,93,93,Crackle,True,1.0,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,0.8,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41263355_3.4_0_p4_972_1.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41263355_3.4_0_p4_972_1.wav,,,,
lung,icbhi_156_5b3_Ll_mc_AKGC417L_6,Crackle,clear,0.3382,icbhi,1,False,6,93,Normal,False,0.0,Crackle,True,0.0,Crackle,True,0.2,Normal,False,0.4,Normal,False,Normal,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_156_5b3_Ll_mc_AKGC417L_6.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_156_5b3_Ll_mc_AKGC417L_6.wav,,,,
lung,hflung_trunc_2019-07-17-11-06-06-L2_9_17,Crackle,clear,1.0176,hflung,3,True,92,93,Crackle,True,0.8,Crackle,True,0.4,Crackle,True,0.4,Crackle,True,0.4,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_trunc_2019-07-17-11-06-06-L2_9_17.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_trunc_2019-07-17-11-06-06-L2_9_17.wav,,,,
lung,sprsound_41267028_0.3_0_p2_2642_1,Crackle,clear,0.5779,sprsound,1,False,93,93,Crackle,True,0.8,Crackle,True,1.0,Crackle,True,0.6,Crackle,True,0.6,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41267028_0.3_0_p2_2642_1.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41267028_0.3_0_p2_2642_1.wav,,,,
lung,hflung_trunc_2019-07-17-11-06-06-L2_9_15,Crackle,clear,1.0176,hflung,3,True,92,93,Crackle,True,0.8,Crackle,True,0.4,Crackle,True,0.4,Crackle,True,0.4,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_trunc_2019-07-17-11-06-06-L2_9_15.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_trunc_2019-07-17-11-06-06-L2_9_15.wav,,,,
lung,sprsound_41161556_1.7_0_p4_3098_5,Crackle,clear,0.5686,sprsound,1,False,77,93,Crackle,True,0.8,Crackle,True,0.0,Crackle,True,0.6,Crackle,True,0.4,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_41161556_1.7_0_p4_3098_5.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_41161556_1.7_0_p4_3098_5.wav,,,,
lung,hflung_trunc_2019-05-07-16-03-02-L2_10_5,Crackle,clear,1.0131,hflung,3,True,93,93,Crackle,True,1.0,Crackle,True,0.8,Crackle,True,0.6,Crackle,True,0.6,Crackle,True,Crackle,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/hflung_trunc_2019-05-07-16-03-02-L2_10_5.wav,data/processed/UnifiedLungSymptomDataset/audio/hflung_trunc_2019-05-07-16-03-02-L2_10_5.wav,,,,
lung,icbhi_166_1p1_Ll_sc_Meditron_24,Normal,ambiguous,-2.1386,icbhi,1,False,56,93,Normal,True,0.6,Normal,True,0.8,Normal,True,0.8,Normal,True,0.4,Normal,True,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_166_1p1_Ll_sc_Meditron_24.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_166_1p1_Ll_sc_Meditron_24.wav,,,,
lung,sprsound_65106469_0.7_0_p4_4253_0,Normal,ambiguous,-1.5419,sprsound,1,False,3,93,Crackle,False,0.0,Crackle,False,0.2,Crackle,False,0.0,Crackle,False,0.0,Normal,True,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_65106469_0.7_0_p4_4253_0.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_65106469_0.7_0_p4_4253_0.wav,,,,
lung,fraiwan_219,Normal,ambiguous,-1.3887,fraiwan,2,True,4,93,Crackle,False,0.0,Crackle,False,0.0,Crackle,False,0.4,Crackle,False,0.0,Crackle,False,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/fraiwan_219.wav,data/processed/UnifiedLungSymptomDataset/audio/fraiwan_219.wav,,,,
lung,icbhi_166_1p1_Ar_sc_Meditron_15,Normal,ambiguous,-2.0099,icbhi,1,False,21,93,Crackle,False,0.0,Crackle,False,0.6,Crackle,False,0.2,Crackle,False,0.2,Crackle,False,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_166_1p1_Ar_sc_Meditron_15.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_166_1p1_Ar_sc_Meditron_15.wav,,,,
lung,sprsound_64743918_7.0_0_p1_2518_0,Normal,ambiguous,-1.5159,sprsound,1,False,1,93,Wheeze,False,0.0,Wheeze,False,0.2,Wheeze,False,0.0,Wheeze,False,0.0,Wheeze,False,Wheeze,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_64743918_7.0_0_p1_2518_0.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_64743918_7.0_0_p1_2518_0.wav,,,,
lung,fraiwan_332,Normal,ambiguous,-1.2274,fraiwan,2,True,11,93,Crackle,False,0.0,Crackle,False,0.0,Crackle,False,0.2,Crackle,False,0.0,Normal,True,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/fraiwan_332.wav,data/processed/UnifiedLungSymptomDataset/audio/fraiwan_332.wav,,,,
lung,icbhi_166_1p1_Al_sc_Meditron_12,Normal,ambiguous,-1.9246,icbhi,1,False,26,93,Crackle,False,0.0,Crackle,False,0.8,Crackle,False,0.2,Crackle,False,0.6,Normal,True,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_166_1p1_Al_sc_Meditron_12.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_166_1p1_Al_sc_Meditron_12.wav,,,,
lung,sprsound_64783073_1.3_0_p3_3282_4,Normal,ambiguous,-1.3286,sprsound,1,False,3,93,Wheeze,False,0.0,Wheeze,False,0.2,Wheeze,False,0.0,Wheeze,False,0.0,Crackle,False,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_64783073_1.3_0_p3_3282_4.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_64783073_1.3_0_p3_3282_4.wav,,,,
lung,fraiwan_56,Normal,ambiguous,-1.0319,fraiwan,2,True,87,93,Normal,True,0.0,Normal,True,1.0,Wheeze,False,0.2,Normal,True,0.4,Normal,True,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/fraiwan_56.wav,data/processed/UnifiedLungSymptomDataset/audio/fraiwan_56.wav,,,,
lung,icbhi_166_1p1_Ll_sc_Meditron_23,Normal,ambiguous,-1.8699,icbhi,1,False,61,93,Normal,True,0.4,Normal,True,0.8,Normal,True,0.8,Crackle,False,0.6,Normal,True,Crackle,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_166_1p1_Ll_sc_Meditron_23.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_166_1p1_Ll_sc_Meditron_23.wav,,,,
lung,sprsound_64743918_7.0_0_p2_2566_0,Normal,ambiguous,-1.3054,sprsound,1,False,3,93,Wheeze,False,0.0,Crackle,False,0.8,Crackle,False,0.2,Crackle,False,0.4,Normal,True,Wheeze,False,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/sprsound_64743918_7.0_0_p2_2566_0.wav,data/processed/UnifiedLungSymptomDataset/audio/sprsound_64743918_7.0_0_p2_2566_0.wav,,,,
lung,fraiwan_313,Normal,ambiguous,-0.7567,fraiwan,2,True,76,93,Crackle,False,0.0,Crackle,False,0.2,Crackle,False,0.2,Crackle,False,0.4,Normal,True,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/fraiwan_313.wav,data/processed/UnifiedLungSymptomDataset/audio/fraiwan_313.wav,,,,
lung,icbhi_208_1b1_Ll_sc_Meditron_7,Normal,ambiguous,-1.8307,icbhi,1,False,86,93,Crackle,False,0.2,Crackle,False,0.8,Crackle,False,0.4,Crackle,False,0.4,Normal,True,Normal,True,https://simile-xai-audio.s3.ap-southeast-2.amazonaws.com/data_v8_1/lung/audio/icbhi_208_1b1_Ll_sc_Meditron_7.wav,data/processed/UnifiedLungSymptomDataset/audio/icbhi_208_1b1_Ll_sc_Meditron_7.wav,,,,
